il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
MANİSA,TURGUT,ÖZAL,ÇOCUK PARKI,27.47339164871474,38.60846609532419
MANİSA,TURGUT,ÖZAL,KÖMÜRCÜLER SİTESİ,27.47336439484727,38.61178508341467
