il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
BURSA,OSMANGAZİ,ÇİRİŞHANE,Çirişhane Mah. Şehit P. Er Cüneyt Sinan Çocuk Parkı,29.049971531473187,40.20561715197333
