il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
BALIKESİR,BURHANİYE,ÇORUK,BURHANİYE_59_NOLU_TOPLANMA_ALANI,26.983685897100898,39.53332941240727
BALIKESİR,BURHANİYE,ÇORUK,BURHANİYE_60_NOLU_TOPLANMA_ALANI,26.98533545590496,39.53399720717352
