il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
İSTANBUL,Çatalca ,SUBAŞI,Yedievler Sokak Spor Alanı,28.45533,41.21819
İSTANBUL,Çatalca ,SUBAŞI,Akkaya Sokak Spor Alanı,28.46057,41.22415
