il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
HATAY,ANTAKYA,UZUNALİÇ,UZUNALIÇ MAH.MEZARLIK YOLU ,36.19959386115783,36.39060755617024
HATAY,ANTAKYA,UZUNALİÇ,UZUNALIÇ MAH.İLKÖĞRETİM OKULU ÖNÜ,36.196296167370214,36.39496097496845
HATAY,ANTAKYA,UZUNALİÇ,ANTAKYA/SERİNYOL UZUNALIÇ MAH,36.19607243705019,36.39509307569535
HATAY,ANTAKYA,UZUNALİÇ,ANTAKYA/SERİNYOL/UZUNALIÇ MAH.,36.21439953886571,36.40090414723694
HATAY,ANTAKYA,UZUNALİÇ,İREBE MEVKİİ,36.21398060008964,36.4006406733685
