il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
KİLİS,MERKEZ,AŞIT,Karataş Parkı,37.12531112651378,36.717642369115744
KİLİS,MERKEZ,AŞIT,karataş parkı-1,37.125257961874844,36.71740020340972
