il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
İSTANBUL,Kağıthane,ORTABAYIR,Şht.Polis Hasan Koçer Parkı,29.00342,41.07752
İSTANBUL,Kağıthane,ORTABAYIR,NEF İlkokulu Bahçesi,29.00586,41.07817
