il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
BALIKESİR,ALTIEYLÜL,ÇANDIR,ALTIEYLÜL_48_NOLU_TOPLANMA_ALANI,28.04816922032889,39.610691843589024
BALIKESİR,ALTIEYLÜL,ÇANDIR,ALTIEYLÜL_47_NOLU_TOPLANMA_ALANI,28.053891294427068,39.61379770249548
