il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
İSTANBUL,Beykoz,MAHMUTŞEVKETPAŞA,Mahmut Şevket Paşa Parkı,29.19144,41.15251
İSTANBUL,Beykoz,MAHMUTŞEVKETPAŞA,Derekenarı Yürüyüş Yolu,29.18806,41.15082
İSTANBUL,Beykoz,MAHMUTŞEVKETPAŞA,Mahmut Şevket Paşa Mahallesi Selam Cami Bahçesi,29.18859,41.15149
