il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
KAHRAMANMARAŞ,ONİKİŞUBAT,HASANCIKLI,HASANCIKLI REKREASYON PARKI,36.785250629118046,37.60568033321971
