il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
İSTANBUL,Küçükçekmece,KARTALTEPE,Atatürk Parkı,28.79774,40.99899
İSTANBUL,Küçükçekmece,KARTALTEPE,Nikah Sarayı Altı Parkı,28.80828,41.00138
