il_adi,ilce_adi,mahalle_adi,tesis_adi,x,y
İSTANBUL,Bayrampaşa ,KARTALTEPE,Mercan Parkı,28.89887,41.05445
İSTANBUL,Bayrampaşa ,KARTALTEPE,Dr. Nihat Engin,28.899,41.05688
İSTANBUL,Bayrampaşa ,KARTALTEPE,Recep Tayyip Erdoğan Parkı,28.89555,41.05824
İSTANBUL,Bayrampaşa ,KARTALTEPE,Şehit Onur Ayaydın Parkı,28.9043,41.05624
İSTANBUL,Bayrampaşa ,KARTALTEPE,97 Çevre Parkı,28.89489,41.05963
İSTANBUL,Bayrampaşa ,KARTALTEPE,Aliye İzzet Begoviç Parkı ve Sancaksoy İlkokulu Bahçesi,28.89994,41.06005
